name,skills,powerscale,description,age,dclass_id,characteristics_id,universe_id
Kirito 9840,"Super strength, flight, laser vision",434465,A powerful warrior from another universe.,5150,8949,1902,110
Kazuma 9841,"Super strength, flight, laser vision",930205,A powerful warrior from another universe.,3742,3579,859,23
Asuna 9842,"Super strength, flight, laser vision",631685,A powerful warrior from another universe.,296,5196,3361,38
Aizen 9843,"Stand power, time stop, vampirism",134581,A powerful warrior from another universe.,6568,684,4750,329
Hulk 9844,"Combat knife, martial arts, stealth",112417,A powerful warrior from another universe.,,1625,7831,89
Gintoki 9845,"Titan shifter, 3D maneuver gear",859010,A powerful warrior from another universe.,3554,7639,6,394
Tanjiro 9846,"Quirk: One for All, 100% Detroit Smash",546398,A powerful warrior from another universe.,,5165,3214,63
Iron Man 9847,"Stand power, time stop, vampirism",526752,A powerful warrior from another universe.,6255,7347,7418,386
Kazuma 9848,"Combat knife, martial arts, stealth",167655,A powerful warrior from another universe.,8553,5825,6666,59
Spider Man 9849,"Haki, devil fruit, conqueror haki",315207,A powerful warrior from another universe.,,4715,8642,434
Hawks 9850,"Breathing techniques, demon slayer mark",958425,A powerful warrior from another universe.,,2229,4077,369
Captain America 9851,"Breathing techniques, demon slayer mark",796470,A powerful warrior from another universe.,,277,3588,125
Captain America 9852,"Quirk: One for All, 100% Detroit Smash",273662,A powerful warrior from another universe.,,6239,5799,309
Asuna 9853,"Firearms, explosives, tactical genius",395245,A powerful warrior from another universe.,69,9963,5638,389
Saitama 9854,"Haki, devil fruit, conqueror haki",969670,A powerful warrior from another universe.,,3856,9593,368
Hulk 9855,"Super strength, flight, laser vision",233193,A powerful warrior from another universe.,1184,1115,5220,38
Thor 9856,"Stand power, time stop, vampirism",641139,A powerful warrior from another universe.,,6106,3036,386
Klein 9857,"Dark magic, undead army, time stop",274342,A powerful warrior from another universe.,,3214,2876,484
Leafa 9858,"Slime abilities, unlimited shapeshifting",18861,A powerful warrior from another universe.,,949,849,470
Iron Man 9859,"Breathing techniques, demon slayer mark",311511,A powerful warrior from another universe.,,8213,1171,294
Yui 9860,"Ki manipulation, instant transmission, ultra instinct",754259,A powerful warrior from another universe.,4075,4241,4710,477
Ichigo 9861,"Firearms, explosives, tactical genius",412123,A powerful warrior from another universe.,,4390,9021,316
Kakashi 9862,"Dark magic, undead army, time stop",329760,A powerful warrior from another universe.,2130,8253,8805,488
Eren 9863,"Speed force, time travel, infinite mass punch",312188,A powerful warrior from another universe.,,8622,8571,460
Itachi 9864,"Dark magic, undead army, time stop",667804,A powerful warrior from another universe.,2002,6298,4927,110
Inosuke 9865,"Dark magic, undead army, time stop",24496,A powerful warrior from another universe.,,2037,185,56
Itachi 9866,"Soul reaper powers, bankai, hollow form",248492,A powerful warrior from another universe.,4252,1848,5806,96
Jotaro 9867,"Titan shifter, 3D maneuver gear",57373,A powerful warrior from another universe.,9214,8067,9903,159
Endeavor 9868,"Combat knife, martial arts, stealth",231141,A powerful warrior from another universe.,,90,3728,160
Inosuke 9869,"Ki manipulation, instant transmission, ultra instinct",239914,A powerful warrior from another universe.,8574,7547,6,386
Giorno 9870,"Dark magic, undead army, time stop",186691,A powerful warrior from another universe.,6340,6043,9202,381
Thanos 9871,None,949837,A powerful warrior from another universe.,,6899,9161,358
Ichigo 9872,"Ki manipulation, instant transmission, ultra instinct",427474,A powerful warrior from another universe.,,8949,7452,17
Inosuke 9873,"Combat knife, martial arts, stealth",621550,A powerful warrior from another universe.,3022,1165,3873,380
Tanjiro 9874,"Dark magic, undead army, time stop",173039,A powerful warrior from another universe.,,1197,5230,474
Hulk 9875,"Firearms, explosives, tactical genius",718675,A powerful warrior from another universe.,,1529,8302,21
Yui 9876,"Combat knife, martial arts, stealth",5242,A powerful warrior from another universe.,,8040,1151,182
Rimuru 9877,"Speed force, time travel, infinite mass punch",921331,A powerful warrior from another universe.,5452,2521,1997,371
Deku 9878,"Haki, devil fruit, conqueror haki",428125,A powerful warrior from another universe.,6222,7275,2011,66
Deku 9879,"Speed force, time travel, infinite mass punch",763035,A powerful warrior from another universe.,,1250,5157,428
Kazuma 9880,"Titan shifter, 3D maneuver gear",829808,A powerful warrior from another universe.,9381,6484,2565,177
Batman 9881,None,178253,A powerful warrior from another universe.,599,6952,28,261
Dio 9882,"Firearms, explosives, tactical genius",381324,A powerful warrior from another universe.,,6906,5420,410
Yui 9883,"Stand power, time stop, vampirism",340635,A powerful warrior from another universe.,305,6416,7179,153
Goku 9884,"Super strength, flight, laser vision",376643,A powerful warrior from another universe.,7193,2673,1622,452
Rimuru 9885,"Sharingan, Rinnegan, Susanoo, genjutsu",854653,A powerful warrior from another universe.,6479,1944,9056,363
Zoro 9886,"Slime abilities, unlimited shapeshifting",146286,A powerful warrior from another universe.,2133,5396,2438,87
Ichigo 9887,"Quirk: One for All, 100% Detroit Smash",671401,A powerful warrior from another universe.,,4648,9732,210
Eren 9888,"Firearms, explosives, tactical genius",38598,A powerful warrior from another universe.,8681,7066,7948,96
Aizen 9889,"Combat knife, martial arts, stealth",431888,A powerful warrior from another universe.,,3568,3392,113
Batman 9890,"Breathing techniques, demon slayer mark",187341,A powerful warrior from another universe.,,1499,9866,409
Kakashi 9891,"Ki manipulation, instant transmission, ultra instinct",299195,A powerful warrior from another universe.,2779,2264,1316,174
Mikasa 9892,"Combat knife, martial arts, stealth",834361,A powerful warrior from another universe.,5210,2662,3317,46
Rimuru 9893,"Ki manipulation, instant transmission, ultra instinct",411625,A powerful warrior from another universe.,,4275,783,158
Captain America 9894,"Speed force, time travel, infinite mass punch",174533,A powerful warrior from another universe.,,5992,561,289
Tanjiro 9895,"Ki manipulation, instant transmission, ultra instinct",152244,A powerful warrior from another universe.,188,9323,7480,457
Goku 9896,"Stand power, time stop, vampirism",811902,A powerful warrior from another universe.,,8508,4305,310
Dio 9897,"Combat knife, martial arts, stealth",178340,A powerful warrior from another universe.,,6734,7474,308
Naruto 9898,"Haki, devil fruit, conqueror haki",983828,A powerful warrior from another universe.,,7497,5571,107
Hawks 9899,"Breathing techniques, demon slayer mark",713475,A powerful warrior from another universe.,,8177,2919,259
Levi 9900,"Ki manipulation, instant transmission, ultra instinct",63611,A powerful warrior from another universe.,,4611,5473,1
Hawks 9901,"Titan shifter, 3D maneuver gear",294435,A powerful warrior from another universe.,1166,8174,4219,99
Inosuke 9902,"Combat knife, martial arts, stealth",979427,A powerful warrior from another universe.,,8041,7971,282
Erwin 9903,"Soul reaper powers, bankai, hollow form",31733,A powerful warrior from another universe.,6165,4011,3855,196
Ichigo 9904,"Combat knife, martial arts, stealth",605093,A powerful warrior from another universe.,,2553,7766,308
Madara 9905,"Soul reaper powers, bankai, hollow form",319386,A powerful warrior from another universe.,2699,7178,5820,136
Agil 9906,"Ki manipulation, instant transmission, ultra instinct",911514,A powerful warrior from another universe.,,842,830,416
Klein 9907,"Dark magic, undead army, time stop",309878,A powerful warrior from another universe.,,7638,5241,436
Saitama 9908,"Titan shifter, 3D maneuver gear",564748,A powerful warrior from another universe.,,8143,2369,168
Deku 9909,None,848660,A powerful warrior from another universe.,,8063,7699,2
Inosuke 9910,"Speed force, time travel, infinite mass punch",565847,A powerful warrior from another universe.,,2971,4908,17
Agil 9911,"Ki manipulation, instant transmission, ultra instinct",505461,A powerful warrior from another universe.,,4100,6377,390
Zenitsu 9912,"Haki, devil fruit, conqueror haki",702178,A powerful warrior from another universe.,6867,9801,9011,213
Klein 9913,"Super strength, flight, laser vision",387134,A powerful warrior from another universe.,6574,3469,5355,349
Endeavor 9914,"Combat knife, martial arts, stealth",323628,A powerful warrior from another universe.,2916,9649,6608,432
Batman 9915,"Super strength, flight, laser vision",451870,A powerful warrior from another universe.,8248,5118,2265,114
Jonathan 9916,"Soul reaper powers, bankai, hollow form",909998,A powerful warrior from another universe.,,3603,2942,195
Zoro 9917,"Slime abilities, unlimited shapeshifting",236239,A powerful warrior from another universe.,7716,5536,6284,279
Ichigo 9918,"Super strength, flight, laser vision",704425,A powerful warrior from another universe.,,9853,2176,136
Aqua 9919,"Breathing techniques, demon slayer mark",142343,A powerful warrior from another universe.,,3221,9422,13
Batman 9920,"Titan shifter, 3D maneuver gear",269967,A powerful warrior from another universe.,,7642,3654,47
Goku 9921,"Speed force, time travel, infinite mass punch",576353,A powerful warrior from another universe.,,6712,1257,394
Iron Man 9922,"Quirk: One for All, 100% Detroit Smash",506607,A powerful warrior from another universe.,5262,6453,7926,52
Klein 9923,"Quirk: One for All, 100% Detroit Smash",806732,A powerful warrior from another universe.,,4284,5714,255
Emilia 9924,"Stand power, time stop, vampirism",618028,A powerful warrior from another universe.,7730,1490,8362,419
Saitama 9925,"Slime abilities, unlimited shapeshifting",530964,A powerful warrior from another universe.,,4230,2404,37
Vegeta 9926,"Titan shifter, 3D maneuver gear",847742,A powerful warrior from another universe.,6918,501,5905,66
Sasuke 9927,"Ki manipulation, instant transmission, ultra instinct",895115,A powerful warrior from another universe.,,1258,1621,186
Asuna 9928,"Breathing techniques, demon slayer mark",468315,A powerful warrior from another universe.,,9586,5593,5
Asuna 9929,"Quirk: One for All, 100% Detroit Smash",44604,A powerful warrior from another universe.,2097,1682,1075,93
Emilia 9930,"Quirk: One for All, 100% Detroit Smash",112694,A powerful warrior from another universe.,2527,8784,5208,189
Darkness 9931,"Ki manipulation, instant transmission, ultra instinct",521054,A powerful warrior from another universe.,4779,575,5407,473
Bakugo 9932,"Ki manipulation, instant transmission, ultra instinct",441546,A powerful warrior from another universe.,,1630,1917,39
Ichigo 9933,"Quirk: One for All, 100% Detroit Smash",679383,A powerful warrior from another universe.,,419,4741,429
Captain America 9934,"Soul reaper powers, bankai, hollow form",623121,A powerful warrior from another universe.,,3108,5610,448
Spider Man 9935,"Stand power, time stop, vampirism",55433,A powerful warrior from another universe.,,4117,9921,218
Kakashi 9936,"Stand power, time stop, vampirism",609650,A powerful warrior from another universe.,,5412,6830,468
Yui 9937,"Stand power, time stop, vampirism",367970,A powerful warrior from another universe.,,2708,539,223
Spider Man 9938,"Firearms, explosives, tactical genius",429962,A powerful warrior from another universe.,,7338,9374,257
Asuna 9939,"Soul reaper powers, bankai, hollow form",9505,A powerful warrior from another universe.,7952,1187,7296,17
Naruto 9940,"Firearms, explosives, tactical genius",433766,A powerful warrior from another universe.,,514,5324,103
Batman 9941,"Soul reaper powers, bankai, hollow form",194629,A powerful warrior from another universe.,,6388,3334,159
Sasuke 9942,"Combat knife, martial arts, stealth",207349,A powerful warrior from another universe.,,7592,3015,367
Deku 9943,"Slime abilities, unlimited shapeshifting",230746,A powerful warrior from another universe.,,9133,3208,287
Aqua 9944,None,432632,A powerful warrior from another universe.,,5013,1187,203
Kirito 9945,"Super strength, flight, laser vision",846025,A powerful warrior from another universe.,6364,7387,8802,406
Zenitsu 9946,"Soul reaper powers, bankai, hollow form",902089,A powerful warrior from another universe.,7847,8620,2338,190
Superman 9947,"Slime abilities, unlimited shapeshifting",438702,A powerful warrior from another universe.,,8541,458,281
Levi 9948,"Dark magic, undead army, time stop",955067,A powerful warrior from another universe.,3200,5058,922,210
Zenitsu 9949,"Soul reaper powers, bankai, hollow form",348931,A powerful warrior from another universe.,5053,4803,6529,225
Agil 9950,"Stand power, time stop, vampirism",837015,A powerful warrior from another universe.,,655,5425,36
Darkness 9951,"Ki manipulation, instant transmission, ultra instinct",613275,A powerful warrior from another universe.,4081,1360,6581,197
Captain America 9952,"Haki, devil fruit, conqueror haki",111843,A powerful warrior from another universe.,3758,4006,8835,346
Asuna 9953,"Speed force, time travel, infinite mass punch",131153,A powerful warrior from another universe.,9419,395,9789,376
Eren 9954,"Combat knife, martial arts, stealth",204119,A powerful warrior from another universe.,,5710,6493,314
