speed,strenght,iq,battleiq
159098,565137,253,264
983868,582146,217,150
755996,946128,118,113
84539,774634,263,224
492489,329377,200,0
545516,651136,94,178
477295,758968,216,262
845492,757022,38,20
524298,185173,264,243
989347,355026,193,129
782984,195402,92,274
113260,295299,288,241
690057,749797,59,250
92583,379934,43,159
531321,348267,74,248
857444,466895,76,39
847534,713188,68,93
939431,807148,296,247
385902,356256,190,26
113518,416522,199,87
509106,504424,5,124
722324,433424,237,197
383783,900145,143,141
151767,800798,32,257
736363,546834,51,292
177584,79170,193,250
684670,848831,271,161
424628,400768,108,91
865590,364421,103,127
885991,870158,247,80
225155,157884,151,242
174670,69142,81,170
20957,141021,8,226
265520,864244,80,140
842469,799409,69,289
26875,853179,256,259
141626,164214,13,166
642955,632860,42,260
664001,139836,228,143
148124,286853,239,4
342173,567238,173,75
979594,858938,258,100
938284,895613,254,251
238328,494437,49,171
343985,412875,224,270
8909,580408,115,290
251004,2782,161,275
657435,582257,278,23
293355,55213,20,92
489907,709372,143,141
936641,811513,271,244
491522,224997,69,273
286679,607145,76,107
302407,355099,156,33
65315,953981,57,31
464977,113919,45,144
532138,663620,89,98
697144,106091,86,187
92941,359196,12,79
140082,729453,23,294
487766,239171,17,276
997104,722130,254,69
86864,347214,255,49
41977,442142,16,230
28866,788074,131,68
344478,178381,202,292
827904,745878,117,72
91239,633280,267,67
547764,713950,185,48
773965,726248,139,285
972050,491521,148,158
849222,763450,223,115
652385,193878,211,247
484418,357912,162,140
639219,731488,297,57
75921,424108,235,167
216690,82770,18,195
25239,77511,180,257
708663,285597,291,189
183664,462438,44,269
62786,425528,119,261
451467,673719,32,281
204311,316492,260,153
429230,146072,282,199
747405,582313,183,25
448268,401069,183,100
380380,558768,117,280
561644,392037,172,108
555792,172439,233,84
954776,587815,90,270
673676,318388,69,23
108495,712123,109,80
381147,656846,93,209
42431,176907,224,193
147643,743431,278,163
69826,267916,26,137
737049,210648,136,86
39397,433225,291,215
734926,51547,181,56
944703,913247,284,291
732450,838654,240,151
591339,245748,57,80
373494,502841,89,129
719213,334207,258,133
449595,795323,164,224
991379,302988,24,258
858701,148364,237,79
239493,921178,237,290
738163,182751,52,136
18690,538385,269,119
117909,721087,86,40
650749,862033,181,264
228752,348968,6,54
544457,54650,66,108
793851,45128,102,293
76048,826517,27,158
584796,400428,74,156
395755,684668,255,32
812426,490570,285,30
491238,225672,165,180
171642,33656,244,223
484933,437551,239,290
503436,151345,275,74
784505,215161,20,258
193928,726859,230,269
778322,865839,250,136
85448,426500,131,134
781945,138425,281,133
312299,906302,53,279
656695,515135,241,199
662622,870350,27,207
317291,510104,198,5
824359,611791,293,286
882327,710293,225,71
918890,60761,262,180
665806,618247,13,250
740417,802728,34,288
208780,294336,123,208
757423,791474,192,238
227829,349210,171,295
376537,864553,64,223
76635,332695,160,246
501593,531298,293,105
792767,183117,5,261
277143,357885,126,86
118968,523979,185,111
117706,581809,177,65
24423,836738,260,9
665070,743574,160,27
265296,113319,253,47
448137,217067,138,231
454607,463456,80,176
122762,305586,60,226
397204,564001,132,128
309542,473531,124,209
219594,132832,12,272
301124,716927,151,50
821097,89893,120,249
464591,830764,256,82
840016,110668,228,97
490149,654788,227,265
268667,866462,226,253
486713,229102,238,158
592241,151406,155,230
405326,749752,262,7
704988,267924,5,110
309152,531005,146,226
205396,876855,294,76
153729,506568,214,190
391139,781774,0,57
354841,617301,77,207
669027,556471,131,141
198691,398281,176,18
503767,989017,94,57
186731,372335,46,237
238535,654896,232,136
852224,647595,258,117
547504,25151,166,78
225564,746616,159,275
544253,663805,225,42
305352,419741,37,201
261248,727109,127,212
138353,157673,257,81
857908,817231,256,266
516234,701430,50,49
855172,530532,288,153
786696,344118,292,211
723278,837471,237,81
64112,830523,54,46
832603,379650,217,238
805959,856494,9,46
568577,660412,264,113
33096,994002,196,267
896994,508264,14,84
813806,246403,63,300
891030,209164,52,41
250459,180675,291,177
460941,327701,136,192
623961,676734,222,263
400471,786694,16,179
288072,426831,259,129
758790,71202,3,84
41746,88560,61,283
795894,344411,233,215
790530,268319,181,278
311436,453630,233,18
891548,307407,29,84
637413,653913,107,50
895560,662911,41,109
919613,761334,211,223
218161,578072,112,277
637681,631454,172,294
245433,557332,2,275
809273,390702,8,152
351376,759908,52,16
865147,130216,3,261
658183,595060,280,151
512138,622422,249,76
158491,532504,191,17
349256,210938,83,280
607480,574584,92,204
266331,370197,294,169
823576,716129,271,280
171704,55793,209,229
718919,786668,248,217
111288,853221,158,196
783769,6411,142,17
25302,916621,279,70
772786,411375,180,69
961659,335825,291,74
507798,604427,174,62
618987,89134,183,49
1298,259134,66,49
918467,507270,211,19
74910,622304,21,182
459814,336215,38,183
538078,402874,103,56
639915,795824,270,144
399268,87021,175,10
863290,812458,50,283
219289,335117,65,6
424560,667366,123,21
62802,217265,153,151
260733,17872,88,235
961383,894813,211,263
592264,287618,293,156
930198,870613,58,263
491758,644808,64,9
42052,323940,64,232
305393,45381,277,288
911658,462960,286,122
763290,910426,40,105
838894,244328,182,55
859741,80160,59,151
106383,463880,133,141
89427,81418,230,110
914193,562448,20,250
36370,707379,250,232
858124,711491,8,99
624505,146753,283,224
53812,338839,257,188
146792,421015,22,93
759795,220948,251,105
119994,784960,165,110
341019,682055,178,25
936123,941047,242,148
939558,880733,276,37
985485,239489,257,45
36382,557082,222,114
987367,923203,261,172
364142,539460,276,240
523728,776530,60,255
848428,876003,122,115
969538,749202,139,180
821300,621623,142,47
993573,682143,145,124
312025,905485,190,173
151279,121503,220,181
560624,272270,100,101
989658,890930,52,40
203730,231801,253,212
888888,706891,63,73
893624,621348,205,85
665863,989542,98,144
602949,421694,53,245
143515,482470,79,145
739104,74469,217,91
342470,830227,59,211
369893,603151,149,221
596363,509290,29,110
988528,541345,169,224
666230,410753,5,0
787662,530390,290,250
231572,814774,8,175
217972,864302,115,43
635024,311577,239,217
195018,64359,116,293
253490,718788,291,23
333748,830887,27,112
891184,968963,159,131
109039,487441,197,110
714737,209585,238,252
803364,757650,32,276
916270,962863,273,96
82113,60753,267,206
111129,942364,3,209
908787,754221,88,97
639122,905909,279,118
940051,232454,276,229
866871,957239,224,198
936974,642785,32,166
142014,886039,8,40
448712,896415,225,8
657030,591654,268,97
900366,631118,146,273
665261,180010,85,64
886660,294625,77,142
190269,554889,288,186
575727,706271,199,182
547164,428095,298,107
521691,708222,94,243
484672,744725,299,254
179486,515960,59,281
511660,803574,54,222
358655,937976,128,34
505958,195984,234,224
216066,326556,124,70
31911,531317,34,238
745931,101220,27,24
765257,653178,296,278
327247,974626,40,40
987704,161565,159,51
611732,524593,68,184
750156,779663,59,287
908038,457572,191,207
471297,785033,264,37
285367,574792,59,204
89220,684054,125,282
319404,6457,110,118
267253,35592,96,177
498806,129996,269,31
214380,827111,242,275
672446,60634,50,290
528112,83460,120,271
714966,605067,79,157
539538,176937,193,71
924506,306752,81,268
553622,674350,229,271
599578,894897,33,106
166839,923577,104,234
28540,510541,2,50
761839,340300,132,125
340125,955408,89,18
195045,385248,280,206
347774,904360,199,297
342149,541166,161,117
362849,732609,164,97
585427,595726,150,123
303788,306621,284,52
773811,934884,21,12
741020,985864,102,102
473004,369461,28,100
620115,723797,236,47
109716,512988,261,242
569179,807991,10,236
755182,154835,230,86
795349,120467,173,10
674421,591097,1,238
685152,765241,204,246
873859,776443,157,219
817428,526360,120,169
540227,932897,45,97
158338,739453,146,261
469198,284065,114,74
996152,282142,291,286
90608,86349,71,260
784189,962739,130,175
144265,326509,274,260
753842,663742,179,115
944774,332110,23,30
536614,354138,176,233
23495,453838,251,63
300003,733327,94,9
895777,467046,278,54
877905,28061,112,267
764391,726194,71,161
498084,854574,115,47
693843,563397,241,127
266928,445796,18,248
634675,323120,252,192
677805,357421,121,175
985437,620083,128,19
759102,480035,131,149
218125,247850,101,277
285781,574401,0,124
707142,999723,192,285
60565,962752,274,168
124769,402145,236,101
353215,309187,123,184
403597,171218,229,130
880810,167016,298,11
788274,381678,275,101
223461,670235,20,40
5117,491100,51,147
287699,381010,155,150
105547,955603,167,299
850442,187059,89,92
655574,116823,198,74
862952,947270,169,52
250005,661700,122,3
347267,963822,276,268
631312,261819,182,33
869400,428947,298,253
287636,554712,171,145
469742,485883,87,27
183989,713257,176,219
890775,522954,159,123
231134,135228,189,287
305791,566109,88,42
107705,340989,277,193
468786,114980,270,88
993466,488751,249,119
491371,757836,259,4
997408,246603,45,55
98647,81003,41,149
634495,707812,140,31
317842,649690,102,160
364295,893748,115,261
752018,452996,166,284
277794,75442,146,36
569814,590903,176,203
152045,607039,293,268
834278,165212,101,12
272989,695737,244,73
867590,609730,185,26
939241,62144,25,262
223628,419092,14,177
513151,87939,8,221
223209,277677,136,148
630379,10909,199,32
533698,222181,181,205
500,348751,219,141
950505,312132,112,42
633379,467707,40,168
564220,164470,25,288
418274,944246,7,92
352063,143538,120,251
193123,316557,215,50
488279,401589,76,274
536320,165051,52,201
871687,599343,8,36
721178,182488,214,110
175576,941193,208,35
880446,914376,93,15
1847,50544,208,200
185321,185475,40,168
747592,535681,145,246
975688,622858,256,250
937367,970007,184,200
513853,132996,41,214
843823,325286,54,27
874796,208533,205,202
394644,757283,50,191
580549,566581,299,257
119383,918045,256,292
264214,757507,30,285
447655,542431,166,4
655932,232712,260,300
621583,945173,271,289
254823,816866,47,45
294972,270774,189,6
401723,749692,95,206
976599,750434,49,117
600995,745482,48,243
571359,974213,46,42
798280,718681,119,147
594857,900597,274,30
450385,502368,164,142
261145,366308,192,136
126671,280906,291,213
708731,865105,30,186
826171,656928,5,30
801005,290643,16,172
642908,627037,286,230
115140,971383,13,203
366066,383975,269,209
535765,850719,169,174
614504,118193,221,107
18203,307210,159,160
793061,356192,204,210
933873,876410,51,179
89821,890715,138,23
378694,158833,165,276
685576,817042,177,64
681393,869754,26,58
605477,748119,105,276
723518,725878,16,276
432017,273544,99,275
892461,442721,17,119
383180,894574,139,154
580795,864068,73,0
916707,406193,59,148
302675,57781,247,291
105123,946343,96,299
946154,757059,196,28
426459,166082,103,121
159052,158519,243,31
525452,675187,131,214
141259,710990,255,230
881016,996526,47,191
484219,479628,3,30
125778,81812,58,192
674176,941763,203,166
18415,723439,130,244
124273,887184,39,126
904391,449083,151,283
382629,931365,278,45
522949,754371,292,218
744417,892130,74,221
293772,663979,29,49
705263,713297,226,283
90223,65796,227,92
508542,910924,4,57
470411,408495,65,288
380731,324205,33,81
730038,605814,120,161
65862,578165,219,97
927984,823142,222,47
745523,327989,108,69
491883,449165,104,32
281110,457975,18,36
814175,689620,259,195
980800,186908,235,256
798026,728218,250,208
684348,864044,71,261
919990,446570,168,10
527380,501323,94,60
556175,348704,246,176
261422,348441,65,39
144194,462113,70,277
972391,342962,113,220
445183,887869,241,197
809698,391179,242,51
925864,983749,196,258
268612,326092,229,280
876359,737438,108,290
561534,135536,219,47
679955,586554,94,61
580384,239365,91,165
257175,878325,277,179
451023,107278,138,224
232795,283809,212,192
34749,809399,216,20
720776,694114,40,153
948578,44660,75,275
645188,122319,172,247
594938,109447,221,125
744418,896292,90,227
731672,108538,110,27
655233,33541,109,227
716996,159079,91,157
27789,732449,119,156
513167,634079,175,149
903914,207019,233,277
593380,930088,130,23
944808,268869,205,222
537839,172173,263,185
24749,945499,195,162
827524,707068,155,68
470294,407558,257,17
101271,155134,169,171
977413,212354,208,186
485621,103232,270,120
245893,893576,300,132
236985,292331,50,67
588168,173947,11,194
209990,673817,149,207
4733,445420,103,89
505607,257989,163,182
403185,364474,259,164
696586,445986,293,126
918975,36890,70,289
877145,33848,163,46
881007,370144,84,2
36703,140437,187,113
996129,307857,110,260
619431,46207,0,282
165493,789326,184,142
301413,520849,117,46
244303,739311,114,46
20772,152588,182,56
575797,320408,274,43
212680,75862,92,273
463919,416915,42,33
366662,781824,62,296
955205,997321,177,54
873887,65271,88,181
791619,95304,224,142
10802,240624,78,202
138324,545734,110,22
292483,499708,191,195
817195,464678,227,249
647303,790632,177,110
308002,695059,297,105
822471,474785,149,229
477105,845809,5,293
733933,473401,272,278
850675,810869,149,94
845027,857337,65,45
696441,491476,136,144
279761,146535,172,33
874655,82524,208,76
303486,347207,48,216
246707,680819,130,37
103554,368551,10,139
398727,488266,277,50
792834,191838,101,5
74675,904605,77,270
42601,626779,257,95
830009,936282,293,217
176120,899103,19,119
955103,288661,174,179
496896,722683,184,235
4924,227774,107,140
601799,51595,45,202
999679,192323,42,106
291202,857986,182,269
747413,334934,74,81
184165,719942,10,249
557996,88651,153,150
466432,377909,191,8
586119,254559,50,270
949127,194787,176,251
282878,735180,196,102
407071,584483,258,205
190657,502474,171,212
156561,46669,21,251
64153,760893,87,240
370092,436413,118,249
545412,616820,110,147
275787,214797,124,244
264283,188442,295,233
577555,791723,279,94
217654,514833,113,40
496934,718571,126,201
854971,486535,260,127
372669,181073,267,76
399232,247876,98,271
174089,994163,196,266
499505,906554,10,86
466682,810465,108,148
287358,980400,164,281
936357,304801,278,7
186649,707223,274,138
818777,299378,208,195
507514,361823,236,64
749439,426460,228,178
794146,238545,39,134
494581,634644,19,96
913460,393136,189,71
568533,747040,92,187
382066,226984,201,193
437276,626657,115,78
982469,759659,139,33
799552,538286,66,246
51206,618982,90,137
557321,688946,271,115
51787,583879,231,134
937208,676250,129,276
191102,928466,245,157
862077,466132,243,186
453890,351372,25,5
105866,62484,285,37
675846,394144,12,243
648314,995850,0,163
451892,592104,55,6
500141,398185,113,145
543216,37590,130,279
853855,921868,257,92
402740,284220,50,283
217335,28174,247,167
140688,508007,273,78
869420,143754,74,177
243586,245929,143,178
683344,329012,160,234
554674,641034,151,287
25238,462469,282,57
302687,83563,122,103
548006,395425,241,231
630541,822914,215,2
60487,791639,281,80
946756,365924,250,119
107550,115242,300,292
306128,131116,61,1
843114,634304,189,175
752693,248459,174,208
422870,242638,159,127
966395,554031,108,288
967897,18048,159,169
650966,794181,286,230
183893,164206,155,20
836569,111422,260,291
306422,911146,28,117
241532,271384,228,192
963114,457274,58,152
336657,836565,296,178
211730,90994,219,213
699517,373395,10,181
298148,292471,113,294
808193,179446,292,70
400289,747120,282,155
352029,600687,35,9
440977,248813,164,237
85328,470021,168,89
292050,639292,270,202
481419,394546,198,119
833902,238110,9,247
756838,854926,82,136
482491,142960,246,40
663524,980356,189,177
359066,804833,41,34
18071,541244,238,137
582313,582279,170,233
528137,195757,251,242
475200,881142,221,150
161691,982686,103,55
765226,533212,238,81
514572,254765,87,160
209276,506499,60,154
489046,251827,97,10
305311,873489,278,133
122922,198797,71,217
55207,940008,144,234
819473,81684,199,274
873328,522936,196,55
206678,313829,108,199
412661,884186,214,62
570900,389833,56,90
